stream_id,datum,wochentag,uhrzeit,nutzer_id,geraet,quelle,song_id,sekunden_gehoert
E-00659,2026-02-02,Montag,11:45,U-0167,Desktop,Playlist,S-023,173
E-00660,2026-02-02,Montag,13:04,U-0036,Handy,Album,S-058,327
E-00661,2026-02-02,Montag,18:48,U-0023,Tablet,Playlist,S-041,189
E-00662,2026-02-02,Montag,19:12,U-0105,Smart Speaker,Playlist,S-020,162
E-00663,2026-02-02,Montag,19:15,U-0029,Handy,Suche,S-029,181
E-00664,2026-02-02,Montag,19:26,U-0190,Handy,Playlist,S-114,416
E-00665,2026-02-02,Montag,19:45,U-0018,Desktop,Autoplay,S-041,12
E-00666,2026-02-02,Montag,19:55,U-0049,Desktop,Playlist,S-070,319
E-00667,2026-02-02,Montag,20:17,U-0040,Tablet,Album,S-004,156
E-00668,2026-02-02,Montag,20:27,U-0151,Tablet,Autoplay,S-023,25
E-00669,2026-02-02,Montag,20:31,U-0108,Handy,Autoplay,S-004,26
E-00670,2026-02-02,Montag,20:53,U-0105,Smart Speaker,Album,S-024,221
E-00671,2026-02-02,Montag,22:09,U-0162,Handy,Playlist,S-088,149
E-00672,2026-02-02,Montag,22:27,U-0144,Handy,Playlist,S-061,6
E-00673,2026-02-02,Montag,22:38,U-0011,Smart Speaker,Autoplay,S-092,156
E-00674,2026-02-02,Montag,23:09,U-0066,Handy,Autoplay,S-057,308
E-00675,2026-02-03,Dienstag,02:20,U-0037,Tablet,Album,S-004,156
E-00676,2026-02-03,Dienstag,07:10,U-0151,Handy,Suche,S-100,199
E-00677,2026-02-03,Dienstag,07:15,U-0079,Handy,Autoplay,S-078,13
E-00678,2026-02-03,Dienstag,07:23,U-0023,,Suche,S-028,195
E-00679,2026-02-03,Dienstag,07:39,U-0079,Handy,Autoplay,S-062,4
E-00680,2026-02-03,Dienstag,09:41,,Handy,Suche,S-011,144
E-00681,2026-02-03,Dienstag,10:13,U-0097,Desktop,Playlist,S-062,302
E-00682,2026-02-03,Dienstag,11:08,U-0033,Handy,Playlist,S-067,126
E-00683,2026-02-03,Dienstag,12:06,U-0005,Handy,Suche,S-005,20
E-00684,2026-02-03,Dienstag,13:29,U-0056,Handy,Playlist,S-011,74
E-00685,2026-02-03,Dienstag,13:49,U-0107,Handy,Autoplay,S-011,15
E-00686,2026-02-03,Dienstag,14:23,U-0077,Desktop,Suche,S-054,301
E-00687,2026-02-03,Dienstag,17:20,U-0052,Desktop,Playlist,S-082,88
E-00688,2026-02-03,Dienstag,18:29,U-0073,Smart Speaker,Playlist,S-093,211
E-00689,2026-02-03,Dienstag,19:04,U-0176,Smart Speaker,Autoplay,S-004,10
E-00690,2026-02-03,Dienstag,19:06,U-0161,,Album,S-088,237
E-00691,2026-02-03,Dienstag,19:10,U-0135,Desktop,Autoplay,S-010,57
E-00692,2026-02-03,Dienstag,19:30,U-0049,Smart Speaker,Playlist,S-011,102
E-00693,2026-02-03,Dienstag,21:15,U-0022,Handy,Autoplay,S-022,124
E-00694,2026-02-03,Dienstag,21:57,U-0053,Tablet,Playlist,S-088,237
E-00695,2026-02-03,Dienstag,22:06,U-0108,Smart Speaker,Autoplay,S-096,40
E-00696,2026-02-04,Mittwoch,00:48,U-0141,Handy,Playlist,S-062,302
E-00697,2026-02-04,Mittwoch,01:37,U-0103,Tablet,Autoplay,S-004,156
E-00698,2026-02-04,Mittwoch,06:20,U-0186,Handy,Album,S-031,242
E-00699,2026-02-04,Mittwoch,07:10,U-0105,Handy,Playlist,S-078,208
E-00700,2026-02-04,Mittwoch,07:27,U-0058,Handy,Playlist,S-096,196
E-00701,2026-02-04,Mittwoch,09:13,U-0164,Handy,Autoplay,S-057,244
E-00702,2026-02-04,Mittwoch,09:39,U-0010,Handy,Playlist,S-011,164
E-00703,2026-02-04,Mittwoch,11:05,U-0038,Desktop,Playlist,S-070,169
E-00704,2026-02-04,Mittwoch,11:57,U-0149,Desktop,Playlist,S-090,94
E-00705,2026-02-04,Mittwoch,12:22,U-0158,Handy,Suche,S-062,302
E-00706,2026-02-04,Mittwoch,13:07,U-0049,Desktop,Playlist,S-097,195
E-00707,2026-02-04,Mittwoch,16:10,U-0018,Desktop,Playlist,S-086,9
E-00708,2026-02-04,Mittwoch,16:15,U-0058,Smart Speaker,Autoplay,S-078,208
E-00709,2026-02-04,Mittwoch,17:03,U-0141,Handy,Playlist,S-057,308
E-00710,2026-02-04,Mittwoch,17:41,,Tablet,Playlist,S-062,302
E-00711,2026-02-04,Mittwoch,18:17,U-0168,Desktop,Playlist,S-023,23
E-00712,2026-02-04,Mittwoch,20:08,U-0170,Tablet,Autoplay,S-058,25
E-00713,2026-02-04,Mittwoch,21:09,U-0103,Desktop,Album,S-105,202
E-00714,2026-02-04,Mittwoch,21:14,U-0091,Handy,Playlist,S-070,319
E-00715,2026-02-05,Donnerstag,01:18,U-0087,Handy,Playlist,S-013,11
E-00716,2026-02-05,Donnerstag,07:21,U-0111,Handy,Suche,S-031,242
E-00717,2026-02-05,Donnerstag,07:29,U-0092,Handy,Album,S-062,15
E-00718,2026-02-05,Donnerstag,07:30,U-0161,,Album,S-036,98
E-00719,2026-02-05,Donnerstag,07:36,U-0010,Handy,Playlist,S-041,133
E-00720,2026-02-05,Donnerstag,07:39,U-0048,Handy,Playlist,S-100,256
E-00721,2026-02-05,Donnerstag,07:49,U-0031,,Playlist,S-031,242
E-00722,2026-02-05,Donnerstag,08:42,U-0182,Handy,Album,S-048,115
E-00723,2026-02-05,Donnerstag,08:53,,Desktop,Playlist,S-021,192
E-00724,2026-02-05,Donnerstag,09:38,U-0170,Smart Speaker,Suche,S-052,113
E-00725,2026-02-05,Donnerstag,12:23,U-0122,Desktop,Suche,S-038,207
E-00726,2026-02-05,Donnerstag,16:43,U-0194,Desktop,Playlist,S-085,56
E-00727,2026-02-05,Donnerstag,17:09,U-0132,Tablet,Album,S-086,339
E-00728,2026-02-05,Donnerstag,18:35,U-0058,Handy,Suche,S-042,78
E-00729,2026-02-05,Donnerstag,19:00,U-0140,Tablet,Album,S-038,207
E-00730,2026-02-05,Donnerstag,20:44,U-0112,Smart Speaker,Playlist,S-021,62
E-00731,2026-02-05,Donnerstag,22:08,U-0142,Handy,Playlist,S-036,120
E-00732,2026-02-05,Donnerstag,22:54,U-0125,Handy,Playlist,S-024,221
E-00733,2026-02-06,Freitag,08:35,U-0001,Handy,Playlist,S-052,40
E-00734,2026-02-06,Freitag,08:41,,Handy,Suche,S-083,117
E-00735,2026-02-06,Freitag,08:57,U-0023,Handy,Playlist,S-019,163
E-00736,2026-02-06,Freitag,10:45,U-0068,Desktop,Autoplay,S-070,319
E-00737,2026-02-06,Freitag,10:56,U-0065,Handy,Playlist,S-040,32
E-00738,2026-02-06,Freitag,11:12,U-0044,Desktop,Playlist,S-005,205
E-00739,2026-02-06,Freitag,13:26,U-0169,Handy,Playlist,S-027,93
E-00740,2026-02-06,Freitag,14:27,U-0107,Smart Speaker,Playlist,S-070,319
E-00741,2026-02-06,Freitag,16:12,U-0138,Tablet,Playlist,S-096,103
E-00742,2026-02-06,Freitag,16:31,U-0006,Desktop,Album,S-105,109
E-00743,2026-02-06,Freitag,17:22,U-0170,Tablet,Playlist,S-035,18
E-00744,2026-02-06,Freitag,17:44,U-0151,Handy,Playlist,S-090,38
E-00745,2026-02-06,Freitag,17:45,U-0015,Smart Speaker,Album,S-103,34
E-00746,2026-02-06,Freitag,17:54,U-0111,Smart Speaker,Playlist,S-109,19
E-00747,2026-02-06,Freitag,19:15,U-0077,Desktop,Album,S-096,23
E-00748,2026-02-06,Freitag,19:26,U-0118,Tablet,Playlist,S-066,198
E-00749,2026-02-06,Freitag,19:39,U-0034,Smart Speaker,Album,S-050,332
E-00750,2026-02-06,Freitag,20:31,U-0088,Handy,Playlist,S-037,226
E-00751,2026-02-06,Freitag,20:41,U-0036,Smart Speaker,Playlist,S-114,23
E-00752,2026-02-06,Freitag,20:53,U-0020,Handy,Autoplay,S-091,15
E-00753,2026-02-06,Freitag,21:12,U-0145,Handy,Suche,S-062,302
E-00754,2026-02-06,Freitag,21:30,U-0096,Tablet,Playlist,S-019,163
E-00755,2026-02-06,Freitag,22:34,U-0010,Desktop,Playlist,S-041,27
E-00756,2026-02-06,Freitag,23:57,U-0020,Tablet,Autoplay,S-011,131
E-00757,2026-02-07,Samstag,07:39,U-0108,Handy,Playlist,S-021,153
E-00758,2026-02-07,Samstag,09:42,U-0108,Tablet,Suche,S-114,7
E-00759,2026-02-07,Samstag,09:51,U-0049,Handy,Album,S-039,174
E-00760,2026-02-07,Samstag,10:12,U-0068,Desktop,Album,S-024,51
E-00761,2026-02-07,Samstag,10:26,U-0105,Handy,Playlist,S-120,442
E-00762,2026-02-07,Samstag,11:40,U-0021,Smart Speaker,Autoplay,S-007,61
E-00763,2026-02-07,Samstag,12:54,U-0058,Tablet,Playlist,S-062,302
E-00764,2026-02-07,Samstag,14:39,U-0173,Desktop,Album,S-086,339
E-00765,2026-02-07,Samstag,14:46,U-0014,Desktop,Album,S-041,189
E-00766,2026-02-07,Samstag,15:09,U-0031,Handy,Autoplay,S-105,30
E-00767,2026-02-07,Samstag,16:21,U-0117,Desktop,Album,S-096,18
E-00768,2026-02-07,Samstag,16:50,U-0182,Tablet,Album,S-100,62
E-00769,2026-02-07,Samstag,16:50,U-0069,Tablet,Playlist,S-041,189
E-00770,2026-02-07,Samstag,17:04,U-0011,Tablet,Album,S-040,150
E-00771,2026-02-07,Samstag,17:11,U-0183,handy,Autoplay,S-091,24
E-00772,2026-02-07,Samstag,17:51,U-0045,Smart Speaker,Autoplay,S-114,9999
E-00773,2026-02-07,Samstag,18:39,U-0182,Handy,Playlist,S-068,235
E-00774,2026-02-07,Samstag,18:42,U-0025,Handy,Playlist,S-041,36
E-00775,2026-02-07,Samstag,19:15,U-0155,Handy,Playlist,S-054,23
E-00776,2026-02-07,Samstag,19:27,U-0128,Handy,Suche,S-054,301
E-00777,2026-02-07,Samstag,20:03,U-0045,Smart Speaker,Playlist,S-011,164
E-00778,2026-02-07,Samstag,20:47,U-0011,Handy,Suche,S-041,189
E-00779,2026-02-07,Samstag,21:00,U-0031,Handy,Playlist,S-062,302
E-00780,2026-02-07,Samstag,21:07,U-0153,,Album,S-024,221
E-00781,2026-02-07,Samstag,21:17,U-0102,Desktop,Autoplay,S-056,14
E-00782,2026-02-07,Samstag,21:42,U-0083,Smartphone,Suche,S-096,196
E-00783,2026-02-07,Samstag,21:56,U-0037,Smart Speaker,Playlist,S-011,164
E-00784,2026-02-07,Samstag,22:33,,Smart Speaker,Autoplay,S-015,79
E-00785,2026-02-08,Sonntag,07:05,U-0120,Handy,Autoplay,S-001,223
E-00786,2026-02-08,Sonntag,07:26,U-0014,Tablet,Autoplay,S-036,194
E-00787,2026-02-08,Sonntag,07:40,U-0049,Handy,Playlist,S-041,109
E-00788,2026-02-08,Sonntag,08:05,U-0182,Handy,Playlist,S-031,242
E-00789,2026-02-08,Sonntag,08:52,U-0061,Handy,Playlist,S-011,164
E-00790,2026-02-08,Sonntag,09:16,U-0023,Handy,Album,S-031,242
E-00791,2026-02-08,Sonntag,11:44,U-0040,Handy,Playlist,S-021,223
E-00792,2026-02-08,Sonntag,14:06,U-0054,Desktop,Album,S-067,252
E-00793,2026-02-08,Sonntag,14:28,U-0114,Handy,Playlist,S-078,208
E-00794,2026-02-08,Sonntag,15:32,U-0117,Desktop,Playlist,S-001,223
E-00795,2026-02-08,Sonntag,15:51,U-0037,Desktop,Album,S-086,69
E-00796,2026-02-08,Sonntag,16:06,U-0180,Handy,Autoplay,S-073,22
E-00797,2026-02-08,Sonntag,16:36,U-0149,Handy,Autoplay,S-103,257
E-00798,2026-02-08,Sonntag,16:54,,Handy,Playlist,S-026,173
E-00799,2026-02-08,Sonntag,16:56,U-0090,Handy,Suche,S-078,118
E-00800,2026-02-08,Sonntag,17:19,U-0063,Desktop,Autoplay,S-105,82
E-00801,2026-02-08,Sonntag,19:29,U-0095,Handy,Playlist,S-096,196
E-00802,2026-02-08,Sonntag,19:33,U-0033,Desktop,Playlist,S-014,201
E-00803,2026-02-08,Sonntag,19:39,U-0138,Tablet,Suche,S-087,354
E-00804,2026-02-08,Sonntag,20:43,U-0052,Handy,Autoplay,S-031,134
E-00805,2026-02-08,Sonntag,21:36,U-0026,Tablet,Autoplay,S-032,239
E-00806,2026-02-08,Sonntag,22:27,U-0004,Handy,Playlist,S-008,212
E-00807,2026-02-08,Sonntag,22:33,U-0011,Handy,Suche,S-001,223
E-00808,2026-02-08,Sonntag,22:54,U-0143,Smart Speaker,Autoplay,S-016,99
E-00809,2026-02-08,Sonntag,23:18,U-0176,Tablet,Album,S-021,223
E-00810,2026-02-09,Montag,00:32,U-0122,Handy,Suche,S-039,92
E-00811,2026-02-09,Montag,02:59,U-0153,Handy,Album,S-056,29
E-00812,2026-02-09,Montag,04:17,U-0057,Handy,Album,S-088,38
E-00813,2026-02-09,Montag,07:16,U-0005,Handy,Suche,S-015,160
E-00814,2026-02-09,Montag,08:22,U-0167,Handy,Album,S-038,207
E-00815,2026-02-09,Montag,13:17,U-0010,Desktop,Playlist,S-031,138
E-00816,2026-02-09,Montag,14:22,U-0063,Desktop,Playlist,S-096,69
E-00817,2026-02-09,Montag,15:07,U-0107,Smart Speaker,Autoplay,S-032,239
E-00818,2026-02-09,Montag,16:16,U-0103,Desktop,Playlist,S-082,8
E-00819,2026-02-09,Montag,16:47,U-0058,Desktop,Playlist,S-005,205
E-00820,2026-02-09,Montag,16:53,U-0037,Handy,Suche,S-036,40
E-00821,2026-02-09,Montag,17:58,U-0108,Handy,Autoplay,S-070,29
E-00822,2026-02-09,Montag,18:24,U-0100,Tablet,Playlist,S-055,316
E-00823,2026-02-09,Montag,19:11,U-0049,Handy,Suche,S-015,160
E-00824,2026-02-09,Montag,21:24,U-0104,Handy,Autoplay,S-092,127
E-00825,2026-02-09,Montag,21:31,U-0152,Desktop,Playlist,S-080,7
E-00826,2026-02-09,Montag,21:32,U-0151,Tablet,Playlist,S-088,237
E-00827,2026-02-09,Montag,22:03,U-0079,Smart Speaker,Playlist,S-011,45
E-00828,2026-02-09,Montag,22:40,U-0077,Smart Speaker,Autoplay,S-057,308
E-00829,2026-02-09,Montag,23:01,U-0103,Tablet,Autoplay,S-055,6
E-00830,2026-02-09,Montag,23:19,U-0010,,Autoplay,S-110,5
E-00831,2026-02-10,Dienstag,06:46,U-0111,Handy,Playlist,S-109,189
E-00832,2026-02-10,Dienstag,07:10,U-0066,Handy,Playlist,S-088,237
E-00833,2026-02-10,Dienstag,07:14,U-0071,Handy,Playlist,S-032,239
E-00834,2026-02-10,Dienstag,09:53,U-0125,Handy,Playlist,S-058,25
E-00835,2026-02-10,Dienstag,10:27,U-0105,Tablet,Suche,S-032,7
E-00836,2026-02-10,Dienstag,15:23,U-0083,Handy,Playlist,S-031,242
E-00837,2026-02-10,Dienstag,16:07,U-0011,Desktop,Playlist,S-047,159
E-00838,2026-02-10,Dienstag,17:09,U-0111,Smartphone,Playlist,S-088,15
E-00839,2026-02-10,Dienstag,18:35,U-0250,Tablet,Autoplay,S-105,202
E-00840,2026-02-10,Dienstag,19:19,U-0164,Smart Speaker,Album,S-059,52
E-00841,2026-02-10,Dienstag,19:27,U-0023,Desktop,Suche,S-081,53
E-00842,2026-02-10,Dienstag,19:55,U-0025,Desktop,Autoplay,S-058,7
E-00843,2026-02-10,Dienstag,19:56,U-0063,Smart Speaker,Album,S-050,332
E-00844,2026-02-10,Dienstag,20:18,U-0063,Smart Speaker,Playlist,S-037,118
E-00845,2026-02-10,Dienstag,20:30,U-0176,Handy,Playlist,S-018,189
E-00846,2026-02-10,Dienstag,21:09,U-0106,Desktop,Playlist,S-019,163
E-00847,2026-02-11,Mittwoch,00:14,U-0188,Handy,Suche,S-021,16
E-00848,2026-02-11,Mittwoch,06:45,U-0014,Tablet,Album,S-092,204
E-00849,2026-02-11,Mittwoch,07:23,U-0141,Tablet,Playlist,S-109,136
E-00850,2026-02-11,Mittwoch,08:53,U-0140,,Playlist,S-043,56
E-00851,2026-02-11,Mittwoch,10:57,U-0066,Desktop,Playlist,S-013,174
E-00852,2026-02-11,Mittwoch,11:27,U-0188,,Album,S-041,189
E-00853,2026-02-11,Mittwoch,11:40,U-0146,Desktop,Suche,S-003,181
E-00854,2026-02-11,Mittwoch,12:01,U-0070,Smart Speaker,Playlist,S-024,221
E-00855,2026-02-11,Mittwoch,12:09,U-0133,Handy,Album,S-023,4
E-00856,2026-02-11,Mittwoch,13:13,U-0011,Desktop,Album,S-008,212
E-00857,2026-02-11,Mittwoch,13:54,U-0073,Desktop,Playlist,S-062,17
E-00858,2026-02-11,Mittwoch,14:22,U-0102,Tablet,Suche,S-001,130
E-00859,2026-02-11,Mittwoch,14:24,U-0037,Handy,Playlist,S-005,205
E-00860,2026-02-11,Mittwoch,15:10,U-0010,Handy,Autoplay,S-024,221
E-00861,2026-02-11,Mittwoch,16:01,U-0107,Desktop,Playlist,S-013,92
E-00862,2026-02-11,Mittwoch,16:26,U-0058,handy,Suche,S-103,11
E-00863,2026-02-11,Mittwoch,16:32,U-0044,Tablet,Autoplay,S-062,302
E-00864,2026-02-11,Mittwoch,18:08,U-0081,Smart Speaker,Playlist,S-089,230
E-00865,2026-02-11,Mittwoch,18:25,U-0188,Handy,Autoplay,S-012,124
E-00866,2026-02-11,Mittwoch,18:35,U-0129,Tablet,Autoplay,S-062,240
E-00867,2026-02-11,Mittwoch,19:04,U-0154,Handy,Album,S-084,165
E-00868,2026-02-11,Mittwoch,19:05,U-0072,Smart Speaker,Autoplay,S-065,21
E-00869,2026-02-11,Mittwoch,19:43,U-0021,Handy,Autoplay,S-078,29
E-00870,2026-02-11,Mittwoch,19:44,U-0083,Handy,Playlist,S-101,253
E-00871,2026-02-11,Mittwoch,20:29,U-0107,Handy,Suche,S-096,196
E-00872,2026-02-11,Mittwoch,20:39,U-0152,Tablet,Autoplay,S-011,16
E-00873,2026-02-11,Mittwoch,20:55,U-0200,Desktop,Suche,S-062,302
E-00874,2026-02-11,Mittwoch,21:17,U-0145,Handy,Playlist,S-011,164
E-00875,2026-02-11,Mittwoch,23:33,U-0105,Smart Speaker,Autoplay,S-001,223
E-00876,2026-02-12,Donnerstag,00:03,U-0054,Handy,Suche,S-062,302
E-00877,2026-02-12,Donnerstag,07:55,U-0088,Handy,Suche,S-053,13
E-00878,2026-02-12,Donnerstag,08:13,U-0087,handy,Album,S-018,189
E-00879,2026-02-12,Donnerstag,09:25,U-0061,handy,Playlist,S-103,257
E-00880,2026-02-12,Donnerstag,10:28,U-0023,Smart Speaker,Autoplay,S-070,288
E-00881,2026-02-12,Donnerstag,11:57,U-0071,Handy,Album,S-076,359
E-00882,2026-02-12,Donnerstag,11:59,U-0105,Desktop,Album,S-041,189
E-00883,2026-02-12,Donnerstag,13:42,U-0176,Desktop,Album,S-005,205
E-00884,2026-02-12,Donnerstag,14:16,U-0021,Handy,Suche,S-032,239
E-00885,2026-02-12,Donnerstag,14:47,U-0176,Handy,Playlist,S-096,95
E-00886,2026-02-12,Donnerstag,15:47,U-0051,Desktop,Autoplay,S-049,5
E-00887,2026-02-12,Donnerstag,17:03,U-0069,Smart Speaker,Playlist,S-014,201
E-00888,2026-02-12,Donnerstag,17:54,U-0061,Tablet,Playlist,S-105,202
E-00889,2026-02-12,Donnerstag,18:38,U-0051,Tablet,Playlist,S-057,16
E-00890,2026-02-12,Donnerstag,18:43,U-0045,Desktop,Playlist,S-070,131
E-00891,2026-02-12,Donnerstag,19:26,U-0084,Smart Speaker,Album,S-007,210
E-00892,2026-02-12,Donnerstag,19:27,U-0094,Tablet,Playlist,S-067,252
E-00893,2026-02-12,Donnerstag,20:56,U-0070,Handy,Suche,S-053,99
E-00894,2026-02-12,Donnerstag,20:56,U-0105,Handy,Suche,S-068,235
E-00895,2026-02-12,Donnerstag,21:30,U-0079,Tablet,Album,S-059,308
E-00896,2026-02-12,Donnerstag,21:50,U-0058,Smart Speaker,Album,S-041,18
E-00897,2026-02-12,Donnerstag,22:29,,Desktop,Autoplay,S-032,239
E-00898,2026-02-12,Donnerstag,22:44,U-0163,Tablet,Album,S-031,242
E-00899,2026-02-12,Donnerstag,23:20,U-0103,Handy,Playlist,S-011,164
E-00900,2026-02-13,Freitag,01:55,U-0007,Desktop,Autoplay,S-066,183
E-00901,2026-02-13,Freitag,06:15,U-0165,Handy,Autoplay,S-007,210
E-00902,2026-02-13,Freitag,06:42,U-0015,Handy,Autoplay,S-041,12
E-00903,2026-02-13,Freitag,07:03,U-0159,Desktop,Album,S-092,25
E-00904,2026-02-13,Freitag,07:36,U-0098,Handy,Playlist,S-041,189
E-00905,2026-02-13,Freitag,07:40,U-0107,Handy,Playlist,S-097,195
E-00906,2026-02-13,Freitag,08:02,U-0061,Handy,Playlist,S-075,356
E-00907,2026-02-13,Freitag,08:22,U-0043,Handy,Playlist,S-036,194
E-00908,2026-02-13,Freitag,09:19,U-0102,Handy,Album,S-062,302
E-00909,2026-02-13,Freitag,12:50,U-0038,Handy,Playlist,S-015,99
E-00910,2026-02-13,Freitag,13:36,U-0151,Desktop,Album,S-092,204
E-00911,2026-02-13,Freitag,13:45,U-0014,Desktop,Playlist,S-021,223
E-00912,2026-02-13,Freitag,16:01,U-0017,,Playlist,S-041,159
E-00913,2026-02-13,Freitag,17:39,U-0056,Desktop,Album,S-036,194
E-00914,2026-02-13,Freitag,18:09,U-0143,Desktop,Album,S-021,223
E-00915,2026-02-13,Freitag,18:16,U-0070,Tablet,Suche,S-011,164
E-00916,2026-02-13,Freitag,18:30,U-0027,handy,Playlist,S-020,76
E-00917,2026-02-13,Freitag,18:47,U-0110,Tablet,Playlist,S-024,37
E-00918,2026-02-13,Freitag,19:18,U-0056,Handy,Album,S-032,239
E-00919,2026-02-13,Freitag,21:18,U-0010,Handy,Suche,S-055,316
E-00920,2026-02-13,Freitag,21:30,U-0182,Handy,Playlist,S-012,212
E-00921,2026-02-13,Freitag,21:56,U-0058,Smart Speaker,Playlist,S-007,210
E-00922,2026-02-13,Freitag,21:57,U-0084,Smart Speaker,Playlist,S-001,223
E-00923,2026-02-13,Freitag,22:37,U-0170,Handy,Album,S-015,160
E-00924,2026-02-13,Freitag,23:44,U-0111,Smart Speaker,Playlist,S-078,208
E-00925,2026-02-14,Samstag,00:54,U-0049,Handy,Autoplay,S-031,5
E-00926,2026-02-14,Samstag,01:40,U-0127,Desktop,Playlist,S-043,157
E-00927,2026-02-14,Samstag,02:00,U-0103,Handy,Playlist,S-109,265
E-00928,2026-02-14,Samstag,07:25,U-0032,Handy,Autoplay,S-031,242
E-00929,2026-02-14,Samstag,07:31,U-0023,Handy,Playlist,S-011,164
E-00930,2026-02-14,Samstag,07:41,U-0037,Handy,Playlist,S-030,213
E-00931,2026-02-14,Samstag,07:44,U-0040,Handy,Autoplay,S-084,24
E-00932,2026-02-14,Samstag,07:59,U-0056,Handy,Playlist,S-047,9
E-00933,2026-02-14,Samstag,08:08,U-0180,Handy,Album,S-068,21
E-00934,2026-02-14,Samstag,08:23,U-0183,Desktop,Playlist,S-036,194
E-00935,2026-02-14,Samstag,09:46,U-0032,Smart Speaker,Playlist,S-043,157
E-00936,2026-02-14,Samstag,10:35,U-0032,Handy,Suche,S-070,319
E-00937,2026-02-14,Samstag,10:49,U-0184,Tablet,Playlist,S-088,163
E-00938,2026-02-14,Samstag,12:52,U-0042,Smart Speaker,Autoplay,S-082,29
E-00939,2026-02-14,Samstag,12:55,U-0096,Desktop,Playlist,S-031,99
E-00940,2026-02-14,Samstag,13:33,U-0120,Handy,Album,S-014,201
E-00941,2026-02-14,Samstag,15:05,U-0102,Smart Speaker,Playlist,S-045,191
E-00942,2026-02-14,Samstag,15:46,U-0178,Handy,Playlist,S-013,174
E-00943,2026-02-14,Samstag,15:50,U-0178,,Suche,S-031,145
E-00944,2026-02-14,Samstag,16:21,U-0058,Desktop,Playlist,S-070,319
E-00945,2026-02-14,Samstag,17:14,U-0002,Smart Speaker,Playlist,S-059,308
E-00946,2026-02-14,Samstag,17:40,U-0105,Desktop,Suche,S-007,210
E-00947,2026-02-14,Samstag,17:42,U-0141,Smart Speaker,Playlist,S-031,20
E-00948,2026-02-14,Samstag,18:16,U-0032,Smart Speaker,Playlist,S-041,189
E-00949,2026-02-14,Samstag,18:43,U-0107,Smart Speaker,Playlist,S-004,156
E-00950,2026-02-14,Samstag,18:54,U-0102,Desktop,Album,S-031,242
E-00951,2026-02-14,Samstag,19:28,U-0155,Handy,Album,S-038,207
E-00952,2026-02-14,Samstag,19:42,U-0095,,Playlist,S-057,185
E-00952,2026-02-14,Samstag,19:42,U-0095,,Playlist,S-057,185
E-00953,2026-02-14,Samstag,19:48,U-0031,Tablet,Album,S-070,319
E-00954,2026-02-14,Samstag,19:58,U-0063,Desktop,Playlist,S-096,196
E-00955,2026-02-14,Samstag,22:39,U-0060,Handy,Autoplay,S-066,260
E-00956,2026-02-14,Samstag,22:46,U-0145,Smart Speaker,Album,S-041,189
E-00957,2026-02-15,Sonntag,00:16,U-0031,Handy,Playlist,S-096,196
E-00958,2026-02-15,Sonntag,06:34,U-0036,Smart Speaker,Playlist,S-097,108
E-00959,2026-02-15,Sonntag,07:03,U-0069,Handy,Autoplay,S-078,61
E-00960,2026-02-15,Sonntag,07:32,U-0063,Smart Speaker,Autoplay,S-033,137
E-00961,2026-02-15,Sonntag,08:42,U-0041,Handy,Autoplay,S-100,19
E-00962,2026-02-15,Sonntag,10:41,U-0103,Tablet,Playlist,S-008,212
E-00963,2026-02-15,Sonntag,12:58,U-0015,Desktop,Playlist,S-090,239
E-00964,2026-02-15,Sonntag,14:58,U-0156,Desktop,Album,S-054,301
E-00965,2026-02-15,Sonntag,16:08,U-0068,Handy,Album,S-053,23
E-00966,2026-02-15,Sonntag,16:12,U-0140,Tablet,Album,S-011,164
E-00967,2026-02-15,Sonntag,16:45,U-0107,Handy,Album,S-014,201
E-00968,2026-02-15,Sonntag,17:33,U-0102,Desktop,Playlist,S-103,6
E-00969,2026-02-15,Sonntag,18:28,U-0188,Tablet,Playlist,S-062,302
E-00970,2026-02-15,Sonntag,19:41,U-0176,Tablet,Autoplay,S-029,22
E-00971,2026-02-15,Sonntag,20:07,U-0073,Smart Speaker,Autoplay,S-100,15
E-00972,2026-02-15,Sonntag,21:17,U-0188,Handy,Playlist,S-091,216
E-00973,2026-02-15,Sonntag,21:23,U-0151,Tablet,Suche,S-066,260
E-00974,2026-02-15,Sonntag,21:26,U-0049,Smart Speaker,Autoplay,S-023,173
E-00975,2026-02-15,Sonntag,21:28,U-0118,Smart Speaker,Album,S-058,327
E-00976,2026-02-15,Sonntag,23:24,U-0020,Smart Speaker,Suche,S-096,196
E-00977,2026-02-16,Montag,07:16,U-0037,Handy,Album,S-062,302
E-00978,2026-02-16,Montag,07:20,U-0068,Handy,Album,S-062,24
E-00979,2026-02-16,Montag,08:23,U-0066,Handy,Autoplay,S-078,208
E-00980,2026-02-16,Montag,08:27,U-0049,Handy,Suche,S-041,189
E-00981,2026-02-16,Montag,09:08,U-0072,Tablet,Playlist,S-001,29
E-00982,2026-02-16,Montag,09:54,U-0111,Handy,Playlist,S-047,264
E-00983,2026-02-16,Montag,10:25,U-0083,Handy,Playlist,S-092,204
E-00984,2026-02-16,Montag,10:59,U-0179,Handy,Playlist,S-086,203
E-00985,2026-02-16,Montag,11:08,,Desktop,Autoplay,S-044,18
E-00986,2026-02-16,Montag,11:54,,Tablet,Playlist,S-037,226
E-00987,2026-02-16,Montag,13:13,U-0103,Smart Speaker,Album,S-004,7
E-00988,2026-02-16,Montag,16:10,U-0071,Tablet,Playlist,S-085,8
