stream_id,datum,wochentag,uhrzeit,nutzer_id,song_id,gehoert_sek,geraet,quelle
E-03569,2026-05-14,Donnerstag,18:40,U-0043,S-109,12,Smart Speaker,Suche
E-03570,2026-05-14,Donnerstag,18:41,U-0166,S-118,440,Handy,Playlist
E-03571,2026-05-14,Donnerstag,18:45,U-0011,S-092,44,Handy,Album
E-03572,2026-05-14,Donnerstag,18:50,U-0043,S-114,416,Smart Speaker,Playlist
E-03573,2026-05-14,Donnerstag,19:12,U-0167,S-096,6,Handy,Autoplay
E-03574,2026-05-14,Donnerstag,19:51,U-0170,S-115,19,Smart Speaker,Playlist
E-03575,2026-05-14,Donnerstag,20:24,U-0093,s-064,241,Tablet,Album
E-03576,2026-05-14,Donnerstag,21:06,U-0013,S-025,194,Smart Speaker,Playlist
E-03577,2026-05-14,Donnerstag,21:07,U-0001,S-004,156,Handy,Album
E-03578,2026-05-14,Donnerstag,21:08,U-0112,S-070,319,Handy,Playlist
E-03579,2026-05-14,Donnerstag,21:13,U-0107,s-090,187,Tablet,Playlist
E-03580,2026-05-14,Donnerstag,21:25,U-0063,S-047,264,Smart Speaker,Playlist
E-03581,2026-05-14,Donnerstag,22:02,U-0135,s-073,223,Tablet,Playlist
E-03582,2026-05-15,Freitag,06:11,U-0079,s-064,158,Tablet,Autoplay
E-03583,2026-05-15,Freitag,06:41,U-0173,S-090,239,Handy,Autoplay
E-03584,2026-05-15,Freitag,07:10,U-0102,S-021,166,Handy,Playlist
E-03585,2026-05-15,Freitag,07:15,U-0077,S-011,164,Handy,Playlist
E-03586,2026-05-15,Freitag,07:54,U-0104,s-067,23,Tablet,Autoplay
E-03587,2026-05-15,Freitag,08:01,U-0037,S-077,119,Handy,Playlist
E-03588,2026-05-15,Freitag,08:52,U-0099,S-084,14,Desktop,Album
E-03589,2026-05-15,Freitag,09:00,U-0051,S-066,5,Desktop,Autoplay
E-03590,2026-05-15,Freitag,09:49,U-0061,S-078,75,Handy,Playlist
E-03591,2026-05-15,Freitag,09:53,U-0152,S-003,181,Handy,Album
E-03592,2026-05-15,Freitag,10:07,U-0030,s-061,318,Tablet,Album
E-03593,2026-05-15,Freitag,11:04,U-0037,S-002,152,Handy,Playlist
E-03594,2026-05-15,Freitag,12:10,U-0058,S-092,204,Desktop,Playlist
E-03595,2026-05-15,Freitag,12:27,U-0049,S-021,223,Smart Speaker,Suche
E-03596,2026-05-15,Freitag,12:42,U-0051,S-103,136,Handy,Playlist
E-03597,2026-05-15,Freitag,13:47,U-0107,S-002,152,Handy,Autoplay
E-03598,2026-05-15,Freitag,13:47,U-0128,s-105,168,Tablet,Playlist
E-03599,2026-05-15,Freitag,13:48,U-0170,s-049,159,Tablet,Album
E-03600,2026-05-15,Freitag,14:15,U-0067,S-103,144,Desktop,Suche
E-03601,2026-05-15,Freitag,14:35,U-0115,S-025,123,Smartphone,Playlist
E-03602,2026-05-15,Freitag,14:38,U-0045,S-032,15,Desktop,Playlist
E-03603,2026-05-15,Freitag,15:13,U-0179,S-083,156,Handy,Playlist
E-03604,2026-05-15,Freitag,15:35,U-0200,S-096,196,Handy,Suche
E-03605,2026-05-15,Freitag,16:58,U-0107,S-031,242,Handy,Suche
E-03606,2026-05-15,Freitag,17:02,U-0198,S-041,134,Smart Speaker,Playlist
E-03607,2026-05-15,Freitag,17:06,U-0100,S-062,13,Desktop,Album
E-03608,2026-05-15,Freitag,17:41,U-0068,S-112,369,Handy,Album
E-03609,2026-05-15,Freitag,17:56,U-0013,S-037,226,Handy,Autoplay
E-03610,2026-05-15,Freitag,18:24,U-0033,S-003,107,Handy,Autoplay
E-03611,2026-05-15,Freitag,18:28,U-0123,S-041,189,Handy,Suche
E-03612,2026-05-15,Freitag,18:42,U-0063,S-064,241,Handy,Playlist
E-03613,2026-05-15,Freitag,18:54,U-0107,S-046,273,,Playlist
E-03614,2026-05-15,Freitag,19:30,U-0105,S-105,133,Handy,Album
E-03615,2026-05-15,Freitag,19:52,U-0068,S-002,152,Smart Speaker,Playlist
E-03616,2026-05-15,Freitag,20:03,U-0011,S-064,241,Smart Speaker,Album
E-03617,2026-05-15,Freitag,20:05,U-0178,S-103,105,Smart Speaker,Playlist
E-03618,2026-05-15,Freitag,20:16,U-0001,S-042,189,,Playlist
E-03619,2026-05-15,Freitag,20:25,U-0207,S-028,40,Handy,Playlist
E-03620,2026-05-15,Freitag,20:36,U-0030,S-053,28,Handy,Album
E-03621,2026-05-15,Freitag,20:39,U-0054,S-066,160,Handy,Playlist
E-03622,2026-05-15,Freitag,20:47,U-0167,S-082,207,Handy,Autoplay
E-03623,2026-05-15,Freitag,20:49,U-0112,s-002,126,Tablet,Playlist
E-03624,2026-05-15,Freitag,20:57,U-0176,S-089,230,Smart Speaker,Playlist
E-03625,2026-05-15,Freitag,21:17,U-0041,S-025,194,Handy,Album
E-03626,2026-05-15,Freitag,21:29,U-0056,S-021,223,Handy,Album
E-03627,2026-05-15,Freitag,21:31,U-0049,S-025,194,Handy,Suche
E-03628,2026-05-15,Freitag,22:06,U-0138,S-025,194,Handy,Playlist
E-03629,2026-05-15,Freitag,22:30,U-0175,S-047,264,Handy,Playlist
E-03630,2026-05-15,Freitag,22:48,U-0063,S-055,316,Smart Speaker,Autoplay
E-03631,2026-05-15,Freitag,22:59,U-0058,S-032,239,Handy,Autoplay
E-03632,2026-05-15,Freitag,23:06,U-0069,s-025,194,Tablet,Playlist
E-03633,2026-05-16,Samstag,00:50,U-0093,s-090,108,Tablet,Album
E-03634,2026-05-16,Samstag,03:19,U-0140,S-092,5,Smart Speaker,Album
E-03635,2026-05-16,Samstag,06:04,U-0008,S-041,189,Handy,Album
E-03636,2026-05-16,Samstag,07:08,U-0100,S-015,160,Handy,Playlist
E-03637,2026-05-16,Samstag,07:53,U-0133,S-116,22,Handy,Playlist
E-03638,2026-05-16,Samstag,08:20,U-0056,S-041,189,Handy,Suche
E-03639,2026-05-16,Samstag,08:20,U-0014,S-031,242,Handy,Suche
E-03640,2026-05-16,Samstag,08:49,U-0014,S-103,257,Handy,Suche
E-03641,2026-05-16,Samstag,09:15,U-0073,s-078,208,Tablet,Autoplay
E-03642,2026-05-16,Samstag,09:36,U-0104,S-088,29,Handy,Autoplay
E-03643,2026-05-16,Samstag,09:51,U-0051,S-105,202,Handy,Playlist
E-03644,2026-05-16,Samstag,10:12,U-0043,S-064,241,Handy,Suche
E-03645,2026-05-16,Samstag,10:31,U-0140,S-096,47,Desktop,Playlist
E-03646,2026-05-16,Samstag,10:48,U-0068,S-049,221,Handy,Suche
E-03647,2026-05-16,Samstag,11:21,U-0054,S-053,9999,Desktop,Playlist
E-03648,2026-05-16,Samstag,11:28,U-0023,S-044,25,Handy,Playlist
E-03649,2026-05-16,Samstag,11:46,,s-058,180,Tablet,Autoplay
E-03650,2026-05-16,Samstag,11:54,U-0169,S-096,19,Handy,Suche
E-03651,2026-05-16,Samstag,12:31,U-0103,S-002,152,Handy,Autoplay
E-03652,2026-05-16,Samstag,12:35,U-0170,S-041,189,Smart Speaker,Playlist
E-03653,2026-05-16,Samstag,14:30,U-0037,S-025,194,Handy,Playlist
E-03654,2026-05-16,Samstag,14:45,U-0095,S-096,196,Desktop,Album
E-03655,2026-05-16,Samstag,15:57,U-0120,S-096,175,Handy,Playlist
E-03656,2026-05-16,Samstag,17:05,U-0182,S-105,202,Handy,Suche
E-03657,2026-05-16,Samstag,17:07,U-0023,S-002,152,Handy,Suche
E-03658,2026-05-16,Samstag,17:34,U-0073,S-103,257,Handy,Playlist
E-03659,2026-05-16,Samstag,17:44,U-0023,S-031,183,Desktop,Suche
E-03660,2026-05-16,Samstag,18:41,,S-101,13,Handy,Playlist
E-03661,2026-05-16,Samstag,18:51,U-0156,S-082,24,Handy,Suche
E-03662,2026-05-16,Samstag,18:56,U-0039,s-041,189,Tablet,Playlist
E-03663,2026-05-16,Samstag,19:10,U-0102,S-041,189,Handy,Playlist
E-03664,2026-05-16,Samstag,19:32,U-0167,S-011,53,Smart Speaker,Playlist
E-03665,2026-05-16,Samstag,20:14,U-0189,S-026,25,Handy,Autoplay
E-03666,2026-05-16,Samstag,20:22,U-0108,S-008,212,Handy,Playlist
E-03667,2026-05-16,Samstag,20:47,U-0038,S-041,53,Desktop,Playlist
E-03668,2026-05-16,Samstag,21:46,U-0143,S-002,152,Smart Speaker,Autoplay
E-03669,2026-05-16,Samstag,21:56,U-0141,S-020,16,Handy,Playlist
E-03670,2026-05-16,Samstag,22:16,U-0117,S-064,241,Smart Speaker,Playlist
E-03671,2026-05-16,Samstag,22:33,U-0116,S-092,204,Handy,Playlist
E-03672,2026-05-16,Samstag,22:48,U-0141,s-025,194,Tablet,Autoplay
E-03673,2026-05-17,Sonntag,01:39,U-0020,S-066,260,Handy,Suche
E-03674,2026-05-17,Sonntag,06:47,U-0103,S-036,194,Handy,Suche
E-03675,2026-05-17,Sonntag,08:13,U-0097,S-064,241,Smart Speaker,Autoplay
E-03676,2026-05-17,Sonntag,08:13,U-0145,S-040,150,Handy,Playlist
E-03677,2026-05-17,Sonntag,09:21,U-0124,S-092,204,Handy,Playlist
E-03678,2026-05-17,Sonntag,09:24,U-0176,S-014,201,Handy,Playlist
E-03679,2026-05-17,Sonntag,10:29,U-0037,s-082,19,Tablet,Playlist
E-03680,2026-05-17,Sonntag,12:14,U-0123,S-105,7,Handy,Autoplay
E-03681,2026-05-17,Sonntag,12:20,U-0207,S-041,189,Handy,Album
E-03682,2026-05-17,Sonntag,15:02,U-0010,S-096,154,Desktop,Playlist
E-03683,2026-05-17,Sonntag,15:02,U-0163,S-062,302,Smart Speaker,Autoplay
E-03684,2026-05-17,Sonntag,15:23,U-0063,S-002,152,Handy,Playlist
E-03685,2026-05-17,Sonntag,15:24,U-0147,S-025,194,Handy,Autoplay
E-03686,2026-05-17,Sonntag,17:27,U-0162,S-066,216,Smart Speaker,Autoplay
E-03687,2026-05-17,Sonntag,18:03,U-0063,S-078,208,Smart Speaker,Suche
E-03688,2026-05-17,Sonntag,18:37,U-0196,S-114,256,Handy,Autoplay
E-03689,2026-05-17,Sonntag,18:45,U-0140,S-045,191,Handy,Suche
E-03690,2026-05-17,Sonntag,19:03,U-0002,S-011,164,Handy,Playlist
E-03691,2026-05-17,Sonntag,19:20,U-0105,s-064,74,Tablet,Playlist
E-03692,2026-05-17,Sonntag,19:41,U-0124,S-007,210,Smart Speaker,Autoplay
E-03693,2026-05-17,Sonntag,20:05,U-0149,S-048,20,Smart Speaker,Autoplay
E-03694,2026-05-17,Sonntag,20:57,U-0107,S-011,164,Handy,Playlist
E-03695,2026-05-17,Sonntag,21:25,U-0108,S-015,26,Smart Speaker,Playlist
E-03696,2026-05-17,Sonntag,21:25,U-0001,s-024,221,Tablet,Playlist
E-03697,2026-05-17,Sonntag,21:31,U-0063,s-064,97,Tablet,Playlist
E-03698,2026-05-17,Sonntag,23:30,U-0111,S-093,211,Handy,Suche
E-03699,2026-05-17,Sonntag,23:49,U-0161,s-083,111,Tablet,Album
E-03700,2026-05-17,Sonntag,23:49,U-0105,S-064,27,Handy,Album
E-03701,2026-05-18,Montag,06:02,U-0083,S-026,245,Handy,Suche
E-03702,2026-05-18,Montag,07:22,U-0124,S-011,7,Desktop,Autoplay
E-03703,2026-05-18,Montag,07:56,U-0045,S-047,264,Handy,Album
E-03704,2026-05-18,Montag,08:26,U-0023,S-033,241,Desktop,Album
E-03705,2026-05-18,Montag,08:34,U-0027,S-094,211,Smart Speaker,Playlist
E-03706,2026-05-18,Montag,08:40,U-0119,S-014,18,Handy,Playlist
E-03707,2026-05-18,Montag,09:02,U-0062,S-078,174,Smart Speaker,Playlist
E-03708,2026-05-18,Montag,09:47,U-0086,S-062,302,Handy,Album
E-03709,2026-05-18,Montag,10:50,U-0051,S-010,9999,Handy,Suche
E-03710,2026-05-18,Montag,10:53,U-0096,S-005,7,Handy,Album
E-03711,2026-05-18,Montag,11:58,U-0030,S-086,178,Desktop,Playlist
E-03712,2026-05-18,Montag,12:02,U-0038,S-002,32,Handy,Album
E-03713,2026-05-18,Montag,12:33,U-0111,s-096,181,Tablet,Suche
E-03714,2026-05-18,Montag,12:52,U-0063,s-088,219,Tablet,Playlist
E-03715,2026-05-18,Montag,12:59,U-0100,S-024,221,Handy,Playlist
E-03716,2026-05-18,Montag,15:34,U-0122,S-082,207,Handy,Album
E-03717,2026-05-18,Montag,15:47,U-0179,S-005,205,Desktop,Playlist
E-03718,2026-05-18,Montag,16:45,U-0098,S-036,23,Desktop,Autoplay
E-03719,2026-05-18,Montag,17:20,U-0152,S-011,164,Smart Speaker,Autoplay
E-03720,2026-05-18,Montag,18:01,U-0156,s-062,302,Tablet,Album
E-03721,2026-05-18,Montag,18:40,U-0176,S-011,14,Handy,Album
E-03722,2026-05-18,Montag,19:31,U-0107,S-041,19,Handy,Playlist
E-03723,2026-05-18,Montag,19:38,U-0153,S-031,3,Handy,Playlist
E-03724,2026-05-18,Montag,20:25,U-0150,S-085,22,Handy,Playlist
E-03725,2026-05-18,Montag,20:31,U-0124,S-050,332,Smart Speaker,Playlist
E-03726,2026-05-18,Montag,20:48,U-0074,S-065,121,Smart Speaker,Autoplay
E-03727,2026-05-18,Montag,20:52,,S-041,189,Smart Speaker,Album
E-03728,2026-05-18,Montag,21:17,U-0103,S-107,92,Desktop,Autoplay
E-03729,2026-05-18,Montag,21:36,U-0088,S-011,164,Handy,Playlist
E-03730,2026-05-18,Montag,21:44,U-0181,s-092,204,Tablet,Album
E-03731,2026-05-18,Montag,22:30,,S-035,169,Handy,Playlist
E-03732,2026-05-18,Montag,22:34,U-0097,s-024,16,Tablet,Album
E-03733,2026-05-18,Montag,23:06,U-0044,S-060,17,Desktop,Autoplay
E-03734,2026-05-18,Montag,23:10,U-0040,S-002,152,,Suche
E-03735,2026-05-18,Montag,23:12,U-0002,S-002,152,Handy,Autoplay
E-03736,2026-05-18,Montag,23:53,U-0138,S-078,148,Handy,Album
E-03737,2026-05-19,Dienstag,05:41,U-0178,s-079,17,Tablet,Autoplay
E-03738,2026-05-19,Dienstag,06:10,U-0031,S-004,156,Handy,Album
E-03739,2026-05-19,Dienstag,06:33,U-0069,S-085,17,Smart Speaker,Playlist
E-03740,2026-05-19,Dienstag,07:05,U-0167,S-002,152,Handy,Suche
E-03741,2026-05-19,Dienstag,07:23,U-0073,S-057,308,Handy,Album
E-03742,2026-05-19,Dienstag,07:47,U-0179,S-041,67,Handy,Album
E-03743,2026-05-19,Dienstag,08:13,U-0170,s-064,241,Tablet,Suche
E-03744,2026-05-19,Dienstag,08:17,U-0067,S-112,369,Desktop,Playlist
E-03745,2026-05-19,Dienstag,08:28,U-0118,S-055,316,Handy,Album
E-03746,2026-05-19,Dienstag,08:47,U-0087,S-026,245,Handy,Suche
E-03747,2026-05-19,Dienstag,09:08,U-0183,S-085,226,Handy,Autoplay
E-03748,2026-05-19,Dienstag,11:37,U-0054,S-066,7,Handy,Playlist
E-03749,2026-05-19,Dienstag,12:07,U-0127,s-085,6,Tablet,Album
E-03750,2026-05-19,Dienstag,13:18,U-0151,S-024,12,Desktop,Autoplay
E-03751,2026-05-19,Dienstag,14:52,U-0104,S-101,8,Handy,Playlist
E-03752,2026-05-19,Dienstag,15:40,U-0013,S-062,135,Handy,Playlist
E-03753,2026-05-19,Dienstag,15:54,U-0032,S-078,83,Desktop,Playlist
E-03754,2026-05-19,Dienstag,16:52,U-0080,S-041,13,Handy,Suche
E-03755,2026-05-19,Dienstag,17:20,U-0140,S-002,152,Smart Speaker,Autoplay
E-03756,2026-05-19,Dienstag,18:15,U-0037,S-031,126,Handy,Autoplay
E-03757,2026-05-19,Dienstag,19:58,U-0103,S-064,241,Smart Speaker,Playlist
E-03758,2026-05-19,Dienstag,20:05,U-0021,S-053,248,Handy,Playlist
E-03759,2026-05-19,Dienstag,20:14,U-0156,S-070,20,Handy,Autoplay
E-03760,2026-05-19,Dienstag,20:17,U-0146,s-066,80,Tablet,Autoplay
E-03761,2026-05-19,Dienstag,21:37,U-0054,s-077,39,Tablet,Suche
E-03762,2026-05-19,Dienstag,22:34,U-0170,S-116,12,Handy,Autoplay
E-03763,2026-05-19,Dienstag,22:35,U-0104,S-081,362,,Playlist
E-03764,2026-05-19,Dienstag,22:43,U-0047,s-056,24,Tablet,Playlist
E-03765,2026-05-20,Mittwoch,05:00,U-0076,S-041,189,,Album
E-03766,2026-05-20,Mittwoch,08:23,U-0120,S-062,302,Handy,Autoplay
E-03767,2026-05-20,Mittwoch,09:38,U-0176,S-043,32,Handy,Suche
E-03768,2026-05-20,Mittwoch,15:06,,S-002,152,Handy,Autoplay
E-03769,2026-05-20,Mittwoch,16:41,U-0176,S-023,173,Desktop,Autoplay
E-03770,2026-05-20,Mittwoch,17:50,U-0200,S-074,281,Handy,Playlist
E-03771,2026-05-20,Mittwoch,18:10,U-0160,S-064,241,Handy,Suche
E-03772,2026-05-20,Mittwoch,18:31,U-0191,s-105,202,Tablet,Playlist
E-03773,2026-05-20,Mittwoch,18:57,U-0178,S-020,162,Handy,Playlist
E-03774,2026-05-20,Mittwoch,19:05,U-0022,S-083,51,Handy,Playlist
E-03775,2026-05-20,Mittwoch,19:28,U-0112,S-096,196,Desktop,Playlist
E-03776,2026-05-20,Mittwoch,19:48,U-0049,S-077,27,Handy,Playlist
E-03777,2026-05-20,Mittwoch,20:31,U-0161,S-025,194,Handy,Suche
E-03778,2026-05-20,Mittwoch,20:37,U-0087,S-031,242,Handy,Playlist
E-03779,2026-05-20,Mittwoch,21:12,U-0141,S-025,19,Desktop,Autoplay
E-03780,2026-05-20,Mittwoch,21:50,U-0084,S-101,67,Handy,Playlist
E-03781,2026-05-20,Mittwoch,22:35,U-0135,s-048,4,Tablet,Suche
E-03782,2026-05-20,Mittwoch,22:47,U-0176,S-064,26,Handy,Playlist
E-03783,2026-05-20,Mittwoch,22:53,U-0112,S-062,97,Desktop,Playlist
E-03784,2026-05-20,Mittwoch,23:58,U-0093,s-067,9,Tablet,Autoplay
E-03785,2026-05-21,Donnerstag,06:12,U-0002,s-041,189,Tablet,Playlist
E-03786,2026-05-21,Donnerstag,06:32,U-0151,S-078,16,Handy,Playlist
E-03787,2026-05-21,Donnerstag,07:30,U-0147,S-041,46,Desktop,Suche
E-03788,2026-05-21,Donnerstag,07:40,U-0143,S-002,152,Desktop,Playlist
E-03789,2026-05-21,Donnerstag,08:06,U-0105,S-011,9,Handy,Suche
E-03790,2026-05-21,Donnerstag,08:10,U-0107,S-025,194,Handy,Playlist
E-03791,2026-05-21,Donnerstag,08:14,U-0002,S-103,224,Handy,Album
E-03792,2026-05-21,Donnerstag,08:29,U-0200,S-025,194,Handy,Playlist
E-03793,2026-05-21,Donnerstag,12:05,U-0182,S-037,226,Handy,Playlist
E-03794,2026-05-21,Donnerstag,13:56,U-0143,S-053,167,Desktop,Album
E-03795,2026-05-21,Donnerstag,13:57,U-0105,S-082,88,Desktop,Playlist
E-03796,2026-05-21,Donnerstag,14:08,U-0117,S-116,312,Desktop,Autoplay
E-03797,2026-05-21,Donnerstag,14:40,U-0023,S-031,242,Smart Speaker,Autoplay
E-03798,2026-05-21,Donnerstag,14:49,U-0164,S-020,162,Desktop,Playlist
E-03799,2026-05-21,Donnerstag,14:52,U-0063,S-066,260,Desktop,Playlist
E-03800,2026-05-21,Donnerstag,15:21,U-0193,S-057,7,Handy,Autoplay
E-03801,2026-05-21,Donnerstag,16:57,U-0108,S-055,7,Desktop,Playlist
E-03802,2026-05-21,Donnerstag,17:02,U-0078,S-100,256,Smart Speaker,Suche
E-03803,2026-05-21,Donnerstag,17:36,U-0184,S-078,28,Desktop,Album
E-03804,2026-05-21,Donnerstag,18:04,U-0182,S-036,194,Handy,Album
E-03805,2026-05-21,Donnerstag,18:09,U-0085,S-002,152,Smart Speaker,Album
E-03806,2026-05-21,Donnerstag,18:52,U-0040,S-037,226,Desktop,Playlist
E-03807,2026-05-21,Donnerstag,18:53,U-0183,S-073,223,Desktop,Autoplay
E-03808,2026-05-21,Donnerstag,19:01,,S-041,189,Smart Speaker,Autoplay
E-03809,2026-05-21,Donnerstag,19:04,U-0063,S-025,194,Handy,Playlist
E-03810,2026-05-21,Donnerstag,19:15,U-0118,S-058,327,Smartphone,Album
E-03811,2026-05-21,Donnerstag,19:25,U-0070,S-090,239,Desktop,Suche
E-03812,2026-05-21,Donnerstag,19:35,U-0063,S-001,223,Smart Speaker,Playlist
E-03813,2026-05-21,Donnerstag,19:43,U-0157,s-011,146,Tablet,Album
E-03814,2026-05-21,Donnerstag,20:16,U-0160,S-036,194,Handy,Playlist
E-03815,2026-05-21,Donnerstag,20:30,U-0160,S-021,22,Handy,Autoplay
E-03816,2026-05-21,Donnerstag,20:38,U-0025,S-011,164,Smart Speaker,Album
E-03817,2026-05-21,Donnerstag,20:49,U-0024,S-002,87,Desktop,Playlist
E-03818,2026-05-21,Donnerstag,21:06,U-0063,S-064,25,Desktop,Album
E-03819,2026-05-21,Donnerstag,21:25,U-0026,S-041,189,Smart Speaker,Suche
E-03820,2026-05-21,Donnerstag,21:48,U-0052,S-090,239,Smart Speaker,Playlist
E-03821,2026-05-21,Donnerstag,22:27,U-0103,S-058,327,,Playlist
E-03822,2026-05-21,Donnerstag,22:36,U-0194,s-025,194,Tablet,Suche
E-03823,2026-05-21,Donnerstag,23:23,U-0052,S-002,152,Smart Speaker,Autoplay
E-03824,2026-05-22,Freitag,00:39,U-0103,s-088,9,Tablet,Playlist
E-03825,2026-05-22,Freitag,04:41,U-0083,S-070,319,Handy,Suche
E-03826,2026-05-22,Freitag,05:41,U-0129,S-002,152,Handy,Suche
E-03827,2026-05-22,Freitag,06:21,U-0068,S-050,29,Handy,Playlist
E-03828,2026-05-22,Freitag,07:16,U-0008,S-115,142,Handy,Autoplay
E-03829,2026-05-22,Freitag,07:25,U-0181,s-047,9999,Tablet,Playlist
E-03830,2026-05-22,Freitag,07:30,U-0160,S-011,164,Handy,Album
E-03831,2026-05-22,Freitag,07:53,U-0200,S-087,354,Handy,Album
E-03832,2026-05-22,Freitag,08:00,U-0088,S-004,96,Desktop,Playlist
E-03833,2026-05-22,Freitag,08:39,U-0088,S-001,223,,Playlist
E-03834,2026-05-22,Freitag,09:05,U-0058,S-037,43,Handy,Playlist
E-03835,2026-05-22,Freitag,09:21,U-0102,S-119,60,Handy,Autoplay
E-03836,2026-05-22,Freitag,09:32,U-0106,S-103,257,Desktop,Playlist
E-03837,2026-05-22,Freitag,09:45,U-0164,S-096,56,Handy,Autoplay
E-03838,2026-05-22,Freitag,10:09,U-0031,S-031,23,Handy,Autoplay
E-03839,2026-05-22,Freitag,11:41,U-0007,S-040,150,Smart Speaker,Playlist
E-03840,2026-05-22,Freitag,12:09,U-0105,S-064,135,Handy,Suche
E-03841,2026-05-22,Freitag,12:16,U-0068,S-074,281,Handy,Suche
E-03842,2026-05-22,Freitag,12:20,U-0200,S-004,156,Desktop,Suche
E-03843,2026-05-22,Freitag,12:39,U-0189,S-109,317,Desktop,Album
E-03844,2026-05-22,Freitag,13:03,U-0033,S-062,18,Handy,Autoplay
E-03845,2026-05-22,Freitag,13:24,U-0159,S-041,189,Desktop,Autoplay
E-03846,2026-05-22,Freitag,14:31,U-0110,S-002,152,Smart Speaker,Playlist
E-03847,2026-05-22,Freitag,14:41,U-0013,S-059,7,Handy,Suche
E-03848,2026-05-22,Freitag,14:46,U-0156,S-086,19,,Autoplay
E-03849,2026-05-22,Freitag,15:49,U-0063,S-063,25,Handy,Playlist
E-03850,2026-05-22,Freitag,15:56,U-0045,S-120,28,Desktop,Autoplay
E-03851,2026-05-22,Freitag,16:10,U-0054,S-105,187,Handy,Playlist
E-03852,2026-05-22,Freitag,16:34,U-0111,S-025,194,Desktop,Album
E-03853,2026-05-22,Freitag,16:48,U-0107,S-007,210,Desktop,Playlist
E-03854,2026-05-22,Freitag,17:13,U-0060,s-015,20,Tablet,Autoplay
E-03855,2026-05-22,Freitag,17:50,U-0084,S-002,126,Smart Speaker,Playlist
E-03856,2026-05-22,Freitag,18:18,U-0107,S-037,177,Desktop,Playlist
E-03857,2026-05-22,Freitag,18:19,U-0120,S-031,242,Desktop,Playlist
E-03858,2026-05-22,Freitag,19:11,U-0149,S-002,120,Handy,Playlist
E-03859,2026-05-22,Freitag,19:23,U-0041,S-097,195,Smart Speaker,Album
E-03860,2026-05-22,Freitag,19:30,U-0054,S-114,374,Handy,Playlist
E-03861,2026-05-22,Freitag,19:44,U-0106,S-096,140,Smart Speaker,Playlist
E-03862,2026-05-22,Freitag,21:23,U-0063,S-097,127,Smart Speaker,Autoplay
E-03863,2026-05-22,Freitag,21:45,U-0060,S-011,164,Desktop,Autoplay
E-03864,2026-05-22,Freitag,22:35,U-0179,S-114,25,Smart Speaker,Playlist
E-03865,2026-05-22,Freitag,23:16,U-0196,S-041,189,Smart Speaker,Playlist
E-03866,2026-05-23,Samstag,01:15,U-0031,S-057,29,Smart Speaker,Autoplay
E-03867,2026-05-23,Samstag,01:36,U-0037,S-094,211,Smart Speaker,Album
E-03868,2026-05-23,Samstag,04:52,U-0170,S-096,20,Handy,Autoplay
E-03869,2026-05-23,Samstag,06:50,U-0033,S-053,153,Handy,Playlist
E-03870,2026-05-23,Samstag,07:01,U-0040,S-025,107,Handy,Playlist
E-03871,2026-05-23,Samstag,07:05,U-0160,s-025,194,Tablet,Album
E-03872,2026-05-23,Samstag,07:13,U-0191,S-049,28,Handy,Album
E-03873,2026-05-23,Samstag,07:21,U-0127,S-002,152,Handy,Playlist
E-03874,2026-05-23,Samstag,07:40,U-0010,s-057,308,Tablet,Playlist
E-03875,2026-05-23,Samstag,07:42,U-0047,S-105,202,Desktop,Suche
E-03876,2026-05-23,Samstag,07:49,U-0058,S-002,152,Handy,Autoplay
E-03877,2026-05-23,Samstag,08:02,U-0048,S-078,208,Desktop,Suche
E-03878,2026-05-23,Samstag,08:36,U-0105,S-105,168,Handy,Playlist
E-03879,2026-05-23,Samstag,09:37,U-0191,S-038,80,Handy,Playlist
E-03880,2026-05-23,Samstag,10:49,U-0095,S-062,302,Smart Speaker,Playlist
E-03881,2026-05-23,Samstag,11:30,U-0049,S-031,177,Handy,Autoplay
E-03882,2026-05-23,Samstag,14:01,U-0105,S-068,12,Handy,Album
E-03883,2026-05-23,Samstag,14:59,U-0123,s-085,7,Tablet,Autoplay
E-03884,2026-05-23,Samstag,15:39,U-0159,S-002,14,Smart Speaker,Suche
E-03885,2026-05-23,Samstag,16:05,U-0070,s-011,111,Tablet,Playlist
E-03886,2026-05-23,Samstag,16:27,U-0118,S-021,223,handy,Album
E-03887,2026-05-23,Samstag,17:01,U-0207,S-053,248,Smart Speaker,Album
E-03888,2026-05-23,Samstag,18:34,U-0007,S-092,169,Smart Speaker,Playlist
E-03889,2026-05-23,Samstag,18:52,U-0105,S-086,339,Handy,Autoplay
E-03890,2026-05-23,Samstag,19:28,U-0086,S-064,110,,Album
E-03891,2026-05-23,Samstag,19:29,U-0058,S-037,3,Handy,Playlist
E-03892,2026-05-23,Samstag,19:42,U-0182,S-066,260,Smart Speaker,Playlist
E-03893,2026-05-23,Samstag,19:55,U-0104,S-021,56,Desktop,Autoplay
E-03894,2026-05-23,Samstag,19:56,U-0176,S-096,196,Handy,Suche
E-03895,2026-05-23,Samstag,20:52,U-0097,s-060,205,Tablet,Playlist
E-03896,2026-05-23,Samstag,21:07,U-0148,S-066,127,Smart Speaker,Playlist
E-03897,2026-05-23,Samstag,21:49,U-0068,s-025,194,Tablet,Playlist
E-03898,2026-05-23,Samstag,23:03,U-0058,S-100,256,Handy,Playlist
E-03899,2026-05-23,Samstag,23:24,U-0061,S-041,189,Desktop,Playlist
